,image_path,category,size_group,position_group,ratio_group,bbox,informativeness,informationType,informativeness_group,"group (size, position, ratio)",bbox_name
538,cf98919686aa9981.jpg,Place Identifier,high,middle,high,"[[139, 0, 460, 275], [139, 0, 460, 275]]",3.5,"[0, 1, 0, 1, 0]",middle,high_middle_high,cf98919686aa9981.jpg_Place Identifier
539,,,,,,,,,,,
540,,,,,,,,,,,
541,,,,,,,,,,,
542,,,,,,,,,,,
543,,,,,,,,,,,
544,,,,,,,,,,,
545,,,,,,,,,,,
546,,,,,,,,,,,
547,,,,,,,,,,,
548,152994.jpg,Table,high,middle,high,"[[0, 277, 399, 221]]",1.0,"[0, 0, 0, 1, 0]",low,high_middle_high,152994.jpg_Table
549,23c9df7f5d2945cd.jpg,Finger,high,middle,high,"[[0, 342, 636, 332], [0, 342, 636, 332]]",2.5,"[0, 1, 0, 0, 0]",middle,high_middle_high,23c9df7f5d2945cd.jpg_Finger
550,,,,,,,,,,,
551,,,,,,,,,,,
552,,,,,,,,,,,
553,25d2f50cc91acc29.jpg,Toy,high,middle,high,"[[25, 69, 610, 178]]",4.0,"[0, 0, 0, 1, 0]",middle,high_middle_high,25d2f50cc91acc29.jpg_Toy
554,,,,,,,,,,,
555,,,,,,,,,,,
556,,,,,,,,,,,
557,,,,,,,,,,,
558,,,,,,,,,,,
559,139150.jpg,Vehicle Plate,high,middle,high,"[[0, 213, 617, 165], [0, 213, 617, 165]]",4.0,"[1, 1, 0, 1, 1]",middle,high_middle_high,139150.jpg_Vehicle Plate
560,,,,,,,,,,,
561,,,,,,,,,,,
562,69444449be0d216e.jpg,Cosmetics,high,middle,high,"[[441, 22, 425, 372]]",3.0,"[0, 0, 0, 1, 1]",middle,high_middle_high,69444449be0d216e.jpg_Cosmetics
563,,,,,,,,,,,
564,,,,,,,,,,,
565,,,,,,,,,,,
566,,,,,,,,,,,
567,,,,,,,,,,,
568,,,,,,,,,,,
569,,,,,,,,,,,
570,131011.jpg,Screen,high,middle,high,"[[138, 9, 267, 224], [138, 9, 267, 224]]",3.0,"[1, 0, 0, 1, 0]",middle,high_middle_high,131011.jpg_Screen
571,,,,,,,,,,,
572,,,,,,,,,,,
573,676b3350d3fb8061.jpg,Machine,high,middle,high,"[[357, 1, 437, 368], [357, 1, 437, 368]]",3.0,"[0, 0, 0, 1, 0]",middle,high_middle_high,676b3350d3fb8061.jpg_Machine
574,,,,,,,,,,,
575,,,,,,,,,,,
576,,,,,,,,,,,
577,,,,,,,,,,,
578,319305414bb65188.jpg,Clothing,high,middle,high,"[[0, 422, 829, 343], [0, 422, 829, 343]]",4.0,"[1, 0, 1, 1, 0]",middle,high_middle_high,319305414bb65188.jpg_Clothing
579,,,,,,,,,,,
580,,,,,,,,,,,
581,,,,,,,,,,,
582,,,,,,,,,,,
583,,,,,,,,,,,
584,,,,,,,,,,,
585,,,,,,,,,,,
586,,,,,,,,,,,
587,,,,,,,,,,,
588,,,,,,,,,,,
589,,,,,,,,,,,
590,,,,,,,,,,,
591,,,,,,,,,,,
592,,,,,,,,,,,
593,,,,,,,,,,,
594,,,,,,,,,,,
595,,,,,,,,,,,
596,d94378dc2841b503.jpg,Scenery,high,middle,high,"[[463, 113, 484, 219], [463, 113, 484, 219], [463, 113, 484, 219], [463, 113, 484, 219]]",2.75,"[0, 1, 0, 0, 0]",middle,high_middle_high,d94378dc2841b503.jpg_Scenery
597,,,,,,,,,,,
598,,,,,,,,,,,
599,,,,,,,,,,,
600,,,,,,,,,,,
601,,,,,,,,,,,
602,,,,,,,,,,,
603,,,,,,,,,,,
604,288150fcf6fcac88.jpg,Home interior,high,middle,high,"[[406, 240, 617, 528]]",4.0,"[0, 0, 0, 1, 0]",middle,high_middle_high,288150fcf6fcac88.jpg_Home interior
605,,,,,,,,,,,
606,,,,,,,,,,,
607,,,,,,,,,,,
608,,,,,,,,,,,
609,,,,,,,,,,,
610,,,,,,,,,,,
611,,,,,,,,,,,
612,,,,,,,,,,,
613,,,,,,,,,,,
614,,,,,,,,,,,
615,,,,,,,,,,,
616,,,,,,,,,,,
617,,,,,,,,,,,
618,10651d2876cd50d8.jpg,Musical instrument,high,middle,high,"[[0, 318, 1024, 449]]",5.0,"[1, 1, 1, 0, 0]",high,high_middle_high,10651d2876cd50d8.jpg_Musical instrument
619,,,,,,,,,,,
620,,,,,,,,,,,
621,505b4f9c1d24d83b.jpg,Book,high,middle,high,"[[53, 78, 550, 348], [53, 78, 550, 348]]",4.0,"[0, 0, 1, 1, 1]",middle,high_middle_high,505b4f9c1d24d83b.jpg_Book
622,,,,,,,,,,,
623,,,,,,,,,,,
624,,,,,,,,,,,
625,,,,,,,,,,,
626,,,,,,,,,,,
627,,,,,,,,,,,
628,,,,,,,,,,,
629,,,,,,,,,,,
630,,,,,,,,,,,
631,,,,,,,,,,,
632,,,,,,,,,,,
633,,,,,,,,,,,
634,146481.jpg,Printed Material,high,middle,high,"[[68, 200, 303, 261], [68, 200, 303, 261], [68, 200, 303, 261]]",3.33,"[1, 0, 1, 1, 1]",middle,high_middle_high,146481.jpg_Printed Material
635,,,,,,,,,,,
636,,,,,,,,,,,
637,,,,,,,,,,,
638,,,,,,,,,,,
639,,,,,,,,,,,
640,,,,,,,,,,,
641,,,,,,,,,,,
642,,,,,,,,,,,
643,,,,,,,,,,,
644,,,,,,,,,,,
645,,,,,,,,,,,
646,,,,,,,,,,,
647,,,,,,,,,,,
648,,,,,,,,,,,
649,,,,,,,,,,,
650,,,,,,,,,,,
651,,,,,,,,,,,
652,,,,,,,,,,,
653,,,,,,,,,,,
654,,,,,,,,,,,
655,,,,,,,,,,,
656,,,,,,,,,,,
657,,,,,,,,,,,
658,,,,,,,,,,,
659,184b17c89a7514be.jpg,Identity,high,middle,high,"[[182, 19, 430, 363], [182, 19, 430, 363], [182, 19, 430, 363], [182, 19, 430, 363]]",5.5,"[1, 1, 1, 1, 1]",high,high_middle_high,184b17c89a7514be.jpg_Identity
660,,,,,,,,,,,
661,,,,,,,,,,,
662,,,,,,,,,,,
663,,,,,,,,,,,
664,,,,,,,,,,,
665,,,,,,,,,,,
666,,,,,,,,,,,
667,,,,,,,,,,,
668,,,,,,,,,,,
669,,,,,,,,,,,
670,,,,,,,,,,,
671,,,,,,,,,,,
672,,,,,,,,,,,
673,,,,,,,,,,,
674,,,,,,,,,,,
675,,,,,,,,,,,
676,,,,,,,,,,,
677,,,,,,,,,,,
678,,,,,,,,,,,
679,,,,,,,,,,,
680,,,,,,,,,,,
681,,,,,,,,,,,
682,,,,,,,,,,,
683,,,,,,,,,,,
684,,,,,,,,,,,
685,,,,,,,,,,,
686,,,,,,,,,,,
687,,,,,,,,,,,
688,,,,,,,,,,,
689,,,,,,,,,,,
690,,,,,,,,,,,
691,,,,,,,,,,,
692,,,,,,,,,,,
693,,,,,,,,,,,
694,,,,,,,,,,,
695,,,,,,,,,,,
696,,,,,,,,,,,
697,,,,,,,,,,,
698,6da92952466f61c9.jpg,Cosmetics,high,middle,low,"[[0, 0, 453, 761], [696, 0, 241, 761]]",3.0,"[0, 1, 0, 1, 0]",middle,high_middle_low,6da92952466f61c9.jpg_Cosmetics
699,,,,,,,,,,,
700,,,,,,,,,,,
701,,,,,,,,,,,
702,,,,,,,,,,,
703,,,,,,,,,,,
704,,,,,,,,,,,
705,,,,,,,,,,,
706,,,,,,,,,,,
707,,,,,,,,,,,
708,,,,,,,,,,,
709,,,,,,,,,,,
710,,,,,,,,,,,
711,,,,,,,,,,,
712,02c7385eedfe4f59.jpg,Person,high,middle,low,"[[695, 0, 196, 683]]",5.0,"[0, 0, 0, 1, 0]",high,high_middle_low,02c7385eedfe4f59.jpg_Person
713,,,,,,,,,,,
714,,,,,,,,,,,
715,,,,,,,,,,,
716,,,,,,,,,,,
717,,,,,,,,,,,
718,,,,,,,,,,,
719,,,,,,,,,,,
720,,,,,,,,,,,
721,,,,,,,,,,,
722,,,,,,,,,,,
723,146358.jpg,Clothing,high,middle,low,"[[251, 233, 136, 376]]",0.0,"[1, 1, 1, 1, 0]",low,high_middle_low,146358.jpg_Clothing
724,,,,,,,,,,,
725,,,,,,,,,,,
726,,,,,,,,,,,
727,,,,,,,,,,,
728,,,,,,,,,,,
729,,,,,,,,,,,
730,410033.jpg,Musical instrument,high,middle,low,"[[410, 0, 229, 480]]",4.0,"[0, 0, 1, 1, 0]",middle,high_middle_low,410033.jpg_Musical instrument
731,00dc0530e6779ca6.jpg,Others,high,middle,low,"[[0, 0, 427, 682]]",4.0,"[1, 0, 0, 0, 0]",middle,high_middle_low,00dc0530e6779ca6.jpg_Others
732,,,,,,,,,,,
733,,,,,,,,,,,
734,,,,,,,,,,,
735,,,,,,,,,,,
736,,,,,,,,,,,
737,125928.jpg,Home interior,high,middle,low,"[[451, 1, 187, 404], [451, 1, 187, 404]]",3.0,"[0, 1, 1, 1, 0]",middle,high_middle_low,125928.jpg_Home interior
738,,,,,,,,,,,
739,,,,,,,,,,,
740,d9771d6601a26947.jpg,Scenery,high,middle,low,"[[564, 0, 285, 481]]",5.0,"[0, 1, 0, 1, 0]",high,high_middle_low,d9771d6601a26947.jpg_Scenery
741,,,,,,,,,,,
742,,,,,,,,,,,
743,b024368eccd34bfe.jpg,Place Identifier,high,middle,low,"[[119, 60, 315, 655], [119, 60, 315, 655]]",3.0,"[0, 1, 0, 0, 0]",middle,high_middle_low,b024368eccd34bfe.jpg_Place Identifier
744,,,,,,,,,,,
745,115355.jpg,Vehicle Plate,high,middle,low,"[[327, 104, 142, 228]]",2.0,"[0, 0, 0, 1, 0]",low,high_middle_low,115355.jpg_Vehicle Plate
746,152994.jpg,Screen,high,middle,low,"[[247, 79, 147, 267], [247, 79, 147, 267], [247, 79, 147, 267]]",4.0,"[1, 0, 1, 0, 1]",middle,high_middle_low,152994.jpg_Screen
747,,,,,,,,,,,
748,,,,,,,,,,,
749,,,,,,,,,,,
750,,,,,,,,,,,
751,,,,,,,,,,,
752,,,,,,,,,,,
753,,,,,,,,,,,
754,,,,,,,,,,,
755,,,,,,,,,,,
756,,,,,,,,,,,
757,,,,,,,,,,,
758,,,,,,,,,,,
759,,,,,,,,,,,
760,1fb9783df691b0ad.jpg,Accessory,high,middle,low,"[[232, 501, 253, 457]]",6.0,"[1, 0, 0, 1, 0]",high,high_middle_low,1fb9783df691b0ad.jpg_Accessory
761,,,,,,,,,,,
762,,,,,,,,,,,
763,,,,,,,,,,,
764,,,,,,,,,,,
765,,,,,,,,,,,
766,,,,,,,,,,,
767,,,,,,,,,,,
768,,,,,,,,,,,
769,,,,,,,,,,,
770,,,,,,,,,,,
771,,,,,,,,,,,
772,0d16c88ec322340f.jpg,Others,high,middle,middle,"[[66, 75, 401, 603], [66, 75, 401, 603]]",3.0,"[1, 0, 1, 0, 0]",middle,high_middle_middle,0d16c88ec322340f.jpg_Others
773,,,,,,,,,,,
774,,,,,,,,,,,
775,,,,,,,,,,,
776,,,,,,,,,,,
777,,,,,,,,,,,
778,,,,,,,,,,,
779,,,,,,,,,,,
780,,,,,,,,,,,
781,,,,,,,,,,,
782,,,,,,,,,,,
783,,,,,,,,,,,
784,,,,,,,,,,,
785,,,,,,,,,,,
786,,,,,,,,,,,
787,,,,,,,,,,,
788,,,,,,,,,,,
789,,,,,,,,,,,
790,,,,,,,,,,,
791,,,,,,,,,,,
792,,,,,,,,,,,
793,,,,,,,,,,,
794,,,,,,,,,,,
795,,,,,,,,,,,
796,,,,,,,,,,,
797,,,,,,,,,,,
798,,,,,,,,,,,
799,,,,,,,,,,,
800,,,,,,,,,,,
801,,,,,,,,,,,
802,,,,,,,,,,,
803,,,,,,,,,,,
804,,,,,,,,,,,
805,,,,,,,,,,,
806,,,,,,,,,,,
807,,,,,,,,,,,
808,,,,,,,,,,,
809,,,,,,,,,,,
810,,,,,,,,,,,
811,128679.jpg,Pet,high,middle,middle,"[[0, 101, 250, 273]]",4.0,"[1, 1, 0, 1, 0]",middle,high_middle_middle,128679.jpg_Pet
812,,,,,,,,,,,
813,,,,,,,,,,,
814,,,,,,,,,,,
815,,,,,,,,,,,
816,,,,,,,,,,,
817,38d60954765f7b4f.jpg,Scenery,high,middle,middle,"[[45, 0, 528, 519]]",3.0,"[0, 1, 0, 0, 0]",middle,high_middle_middle,38d60954765f7b4f.jpg_Scenery
818,,,,,,,,,,,
819,,,,,,,,,,,
820,,,,,,,,,,,
821,,,,,,,,,,,
822,d9771d6601a26947.jpg,Place Identifier,high,middle,middle,"[[12, 134, 370, 339]]",2.0,"[0, 1, 0, 0, 0]",low,high_middle_middle,d9771d6601a26947.jpg_Place Identifier
823,,,,,,,,,,,
824,204661.jpg,Printed Material,high,middle,middle,"[[96, 230, 236, 269]]",1.0,"[0, 0, 0, 0, 0]",low,high_middle_middle,204661.jpg_Printed Material
825,,,,,,,,,,,
826,,,,,,,,,,,
827,,,,,,,,,,,
828,,,,,,,,,,,
829,,,,,,,,,,,
830,,,,,,,,,,,
831,,,,,,,,,,,
832,,,,,,,,,,,
833,,,,,,,,,,,
834,,,,,,,,,,,
835,,,,,,,,,,,
836,,,,,,,,,,,
837,,,,,,,,,,,
838,,,,,,,,,,,
839,113021.jpg,Screen,high,middle,middle,"[[209, 330, 269, 279]]",3.0,"[0, 0, 0, 1, 0]",middle,high_middle_middle,113021.jpg_Screen
840,,,,,,,,,,,
841,,,,,,,,,,,
842,,,,,,,,,,,
843,0dd09cf15ce15412.jpg,Finger,high,middle,middle,"[[427, 169, 547, 542]]",2.0,"[0, 1, 0, 0, 0]",low,high_middle_middle,0dd09cf15ce15412.jpg_Finger
844,,,,,,,,,,,
845,,,,,,,,,,,
846,b79453af8f7830a3.jpg,Cosmetics,high,middle,middle,"[[473, 1, 353, 427]]",4.0,"[0, 1, 1, 0, 0]",middle,high_middle_middle,b79453af8f7830a3.jpg_Cosmetics
847,683307758eb4fd7c.jpg,Clothing,high,middle,middle,"[[211, 324, 321, 357]]",4.0,"[0, 0, 0, 1, 0]",middle,high_middle_middle,683307758eb4fd7c.jpg_Clothing
848,,,,,,,,,,,
849,00dc0530e6779ca6.jpg,Vehicle Plate,high,middle,middle,"[[92, 400, 590, 623]]",4.0,"[1, 0, 1, 0, 0]",middle,high_middle_middle,00dc0530e6779ca6.jpg_Vehicle Plate
850,,,,,,,,,,,
851,,,,,,,,,,,
852,,,,,,,,,,,
853,,,,,,,,,,,
854,,,,,,,,,,,
855,87a52aad8e5ad2bf.jpg,Person,high,middle,middle,"[[0, 219, 483, 649]]",3.0,"[0, 0, 0, 1, 0]",middle,high_middle_middle,87a52aad8e5ad2bf.jpg_Person
856,,,,,,,,,,,
857,,,,,,,,,,,
858,,,,,,,,,,,
859,,,,,,,,,,,
860,,,,,,,,,,,
861,,,,,,,,,,,
862,,,,,,,,,,,
863,,,,,,,,,,,
864,,,,,,,,,,,
865,,,,,,,,,,,
866,,,,,,,,,,,
867,,,,,,,,,,,
868,5394ab5de1e1a647.jpg,Table,high,middle,middle,"[[134, 448, 624, 576]]",1.0,"[0, 0, 1, 0, 0]",low,high_middle_middle,5394ab5de1e1a647.jpg_Table
869,,,,,,,,,,,
870,07b75881c1ffc059.jpg,Identity,high,middle,middle,"[[446, 223, 271, 276], [446, 223, 271, 276], [446, 223, 271, 276], [446, 223, 271, 276]]",4.0,"[1, 1, 0, 1, 0]",middle,high_middle_middle,07b75881c1ffc059.jpg_Identity
871,,,,,,,,,,,
872,,,,,,,,,,,
873,,,,,,,,,,,
874,,,,,,,,,,,
875,,,,,,,,,,,
876,,,,,,,,,,,
877,,,,,,,,,,,
878,2e337021bb7b4c90.jpg,Home interior,high,middle,middle,"[[99, 84, 403, 488]]",3.0,"[0, 0, 0, 1, 0]",middle,high_middle_middle,2e337021bb7b4c90.jpg_Home interior
879,,,,,,,,,,,
880,146439.jpg,Musical instrument,high,middle,middle,"[[0, 20, 253, 391]]",4.0,"[0, 1, 0, 1, 0]",middle,high_middle_middle,146439.jpg_Musical instrument
881,,,,,,,,,,,
882,,,,,,,,,,,
883,,,,,,,,,,,
884,,,,,,,,,,,
885,,,,,,,,,,,
886,,,,,,,,,,,
887,,,,,,,,,,,
888,,,,,,,,,,,
889,,,,,,,,,,,
890,,,,,,,,,,,
891,,,,,,,,,,,
892,,,,,,,,,,,
893,,,,,,,,,,,
894,,,,,,,,,,,
895,,,,,,,,,,,
896,,,,,,,,,,,
897,,,,,,,,,,,
898,,,,,,,,,,,
899,,,,,,,,,,,
900,,,,,,,,,,,
901,,,,,,,,,,,
902,,,,,,,,,,,
903,,,,,,,,,,,
904,,,,,,,,,,,
905,,,,,,,,,,,
906,,,,,,,,,,,
907,,,,,,,,,,,
908,,,,,,,,,,,
909,,,,,,,,,,,
910,,,,,,,,,,,
911,,,,,,,,,,,
912,,,,,,,,,,,
913,0197df7725980004.jpg,Vehicle Plate,low,high,high,"[[757, 0, 110, 82], [653, 0, 177, 109], [761, 0, 98, 72], [906, 0, 99, 82]]",3.0,"[1, 1, 0, 0, 0]",middle,low_high_high,0197df7725980004.jpg_Vehicle Plate
914,,,,,,,,,,,
915,,,,,,,,,,,
916,,,,,,,,,,,
917,,,,,,,,,,,
918,,,,,,,,,,,
919,,,,,,,,,,,
920,,,,,,,,,,,
921,,,,,,,,,,,
922,,,,,,,,,,,
923,,,,,,,,,,,
924,,,,,,,,,,,
925,,,,,,,,,,,
926,,,,,,,,,,,
927,,,,,,,,,,,
928,,,,,,,,,,,
929,,,,,,,,,,,
930,,,,,,,,,,,
931,,,,,,,,,,,
932,,,,,,,,,,,
933,,,,,,,,,,,
934,,,,,,,,,,,
935,,,,,,,,,,,
936,,,,,,,,,,,
937,,,,,,,,,,,
938,,,,,,,,,,,
939,,,,,,,,,,,
940,,,,,,,,,,,
941,,,,,,,,,,,
942,,,,,,,,,,,
943,,,,,,,,,,,
944,,,,,,,,,,,
945,,,,,,,,,,,
946,,,,,,,,,,,
947,,,,,,,,,,,
948,,,,,,,,,,,
949,,,,,,,,,,,
950,,,,,,,,,,,
951,,,,,,,,,,,
952,,,,,,,,,,,
953,,,,,,,,,,,
954,,,,,,,,,,,
955,,,,,,,,,,,
956,,,,,,,,,,,
957,140640.jpg,Food,low,high,high,"[[476, 361, 116, 64], [476, 361, 116, 64]]",2.5,"[0, 1, 1, 1, 0]",middle,low_high_high,140640.jpg_Food
958,,,,,,,,,,,
959,,,,,,,,,,,
960,,,,,,,,,,,
961,174303.jpg,Others,low,high,high,"[[102, 353, 89, 33]]",3.0,"[0, 0, 1, 0, 0]",middle,low_high_high,174303.jpg_Others
962,,,,,,,,,,,
963,,,,,,,,,,,
964,,,,,,,,,,,
965,,,,,,,,,,,
966,,,,,,,,,,,
967,,,,,,,,,,,
968,,,,,,,,,,,
969,,,,,,,,,,,
970,,,,,,,,,,,
971,,,,,,,,,,,
972,,,,,,,,,,,
973,,,,,,,,,,,
974,,,,,,,,,,,
975,,,,,,,,,,,
976,,,,,,,,,,,
977,,,,,,,,,,,
978,,,,,,,,,,,
979,,,,,,,,,,,
980,0fa1f463189c8e42.jpg,Musical instrument,low,high,high,"[[0, 324, 185, 69]]",6.0,"[1, 0, 1, 1, 0]",high,low_high_high,0fa1f463189c8e42.jpg_Musical instrument
981,187886.jpg,Toy,low,high,high,"[[381, 247, 51, 37], [3, 186, 53, 41], [178, 23, 80, 57], [381, 247, 51, 37], [3, 186, 53, 41], [178, 23, 80, 57], [381, 247, 51, 37], [3, 186, 53, 41], [178, 23, 80, 57]]",3.0,"[1, 0, 1, 1, 0]",middle,low_high_high,187886.jpg_Toy
982,,,,,,,,,,,
983,29def08271143710.jpg,Finger,low,high,high,"[[924, 419, 99, 79]]",4.0,"[0, 1, 0, 0, 0]",middle,low_high_high,29def08271143710.jpg_Finger
984,,,,,,,,,,,
985,,,,,,,,,,,
986,,,,,,,,,,,
987,,,,,,,,,,,
988,255375.jpg,Accessory,low,high,high,"[[51, 246, 59, 49]]",2.0,"[0, 0, 0, 1, 0]",low,low_high_high,255375.jpg_Accessory
989,,,,,,,,,,,
990,,,,,,,,,,,
991,,,,,,,,,,,
992,,,,,,,,,,,
993,,,,,,,,,,,
994,,,,,,,,,,,
995,,,,,,,,,,,
996,,,,,,,,,,,
997,200907829e4fbe95.jpg,Clothing,low,high,high,"[[859, 432, 163, 119]]",3.0,"[0, 0, 1, 0, 0]",middle,low_high_high,200907829e4fbe95.jpg_Clothing
998,,,,,,,,,,,
999,,,,,,,,,,,
1000,,,,,,,,,,,
1001,,,,,,,,,,,
1002,,,,,,,,,,,
1003,,,,,,,,,,,
1004,,,,,,,,,,,
1005,,,,,,,,,,,
1006,,,,,,,,,,,
1007,,,,,,,,,,,
1008,,,,,,,,,,,
1009,155253.jpg,Printed Material,low,high,high,"[[298, 347, 76, 44], [298, 347, 76, 44]]",5.0,"[1, 1, 0, 0, 1]",high,low_high_high,155253.jpg_Printed Material
1010,,,,,,,,,,,
1011,,,,,,,,,,,
1012,5394ab5de1e1a647.jpg,Person,low,high,high,"[[252, 12, 129, 96], [252, 12, 129, 96]]",1.5,"[1, 0, 0, 1, 0]",low,low_high_high,5394ab5de1e1a647.jpg_Person
1013,,,,,,,,,,,
1014,,,,,,,,,,,
1015,25d2f50cc91acc29.jpg,Home interior,low,high,high,"[[521, 288, 136, 99]]",4.0,"[0, 0, 0, 1, 0]",middle,low_high_high,25d2f50cc91acc29.jpg_Home interior
1016,,,,,,,,,,,
1017,,,,,,,,,,,
1018,24c7ebbfb72cfd8b.jpg,Table,low,high,high,"[[639, 732, 124, 76]]",1.0,"[0, 1, 0, 0, 0]",low,low_high_high,24c7ebbfb72cfd8b.jpg_Table
1019,,,,,,,,,,,
1020,4659ae93e8c76102.jpg,Book,low,high,high,"[[0, 638, 163, 45], [206, 532, 149, 81], [380, 571, 198, 75]]",3.0,"[0, 1, 0, 1, 0]",middle,low_high_high,4659ae93e8c76102.jpg_Book
1021,,,,,,,,,,,
1022,159507.jpg,Place Identifier,low,high,high,"[[55, 0, 139, 30]]",4.0,"[0, 1, 0, 0, 0]",middle,low_high_high,159507.jpg_Place Identifier
1023,,,,,,,,,,,
1024,cf98919686aa9981.jpg,Scenery,low,high,high,"[[94, 1, 158, 129]]",5.0,"[0, 1, 0, 0, 0]",high,low_high_high,cf98919686aa9981.jpg_Scenery
1025,,,,,,,,,,,
1026,,,,,,,,,,,
1027,,,,,,,,,,,
1028,,,,,,,,,,,
1029,,,,,,,,,,,
1030,,,,,,,,,,,
1031,,,,,,,,,,,
1032,,,,,,,,,,,
1033,,,,,,,,,,,
1034,,,,,,,,,,,
1035,,,,,,,,,,,
1036,,,,,,,,,,,
1037,,,,,,,,,,,
1038,,,,,,,,,,,
1039,,,,,,,,,,,
1040,,,,,,,,,,,
1041,,,,,,,,,,,
1042,,,,,,,,,,,
1043,,,,,,,,,,,
1044,1bd688207325716e.jpg,Person,low,high,low,"[[134, 476, 88, 142], [134, 476, 88, 142], [134, 476, 88, 142]]",4.33,"[1, 0, 1, 1, 0]",high,low_high_low,1bd688207325716e.jpg_Person
1045,,,,,,,,,,,
1046,,,,,,,,,,,
1047,119647.jpg,Accessory,low,high,low,"[[482, 305, 50, 122], [482, 305, 50, 122]]",3.0,"[0, 0, 1, 1, 0]",middle,low_high_low,119647.jpg_Accessory
1048,,,,,,,,,,,
1049,,,,,,,,,,,
1050,,,,,,,,,,,
1051,,,,,,,,,,,
1052,,,,,,,,,,,
1053,,,,,,,,,,,
1054,,,,,,,,,,,
1055,,,,,,,,,,,
1056,,,,,,,,,,,
1057,,,,,,,,,,,
1058,,,,,,,,,,,
1059,,,,,,,,,,,
1060,,,,,,,,,,,
1061,,,,,,,,,,,
1062,,,,,,,,,,,
1063,,,,,,,,,,,
1064,,,,,,,,,,,
1065,,,,,,,,,,,
1066,,,,,,,,,,,
1067,,,,,,,,,,,
1068,,,,,,,,,,,
1069,,,,,,,,,,,
1070,,,,,,,,,,,
1071,,,,,,,,,,,
1072,,,,,,,,,,,
1073,,,,,,,,,,,
1074,,,,,,,,,,,
1075,,,,,,,,,,,
1076,,,,,,,,,,,
1077,,,,,,,,,,,
1078,,,,,,,,,,,
1079,022caa5e84da4026.jpg,Clothing,low,high,low,"[[576, 512, 91, 154], [576, 512, 91, 154], [576, 512, 91, 154]]",3.67,"[1, 1, 1, 1, 1]",middle,low_high_low,022caa5e84da4026.jpg_Clothing
1080,,,,,,,,,,,
1081,,,,,,,,,,,
1082,,,,,,,,,,,
1083,,,,,,,,,,,
1084,,,,,,,,,,,
1085,,,,,,,,,,,
1086,,,,,,,,,,,
1087,004e21eb2e686f40.jpg,Food,low,high,low,"[[0, 886, 55, 137]]",4.0,"[0, 0, 1, 0, 0]",middle,low_high_low,004e21eb2e686f40.jpg_Food
1088,,,,,,,,,,,
1089,,,,,,,,,,,
1090,,,,,,,,,,,
1091,,,,,,,,,,,
1092,,,,,,,,,,,
1093,,,,,,,,,,,
1094,,,,,,,,,,,
1095,,,,,,,,,,,
1096,,,,,,,,,,,
1097,,,,,,,,,,,
1098,,,,,,,,,,,
1099,,,,,,,,,,,
1100,,,,,,,,,,,
1101,,,,,,,,,,,
1102,,,,,,,,,,,
1103,,,,,,,,,,,
1104,,,,,,,,,,,
1105,,,,,,,,,,,
1106,,,,,,,,,,,
1107,,,,,,,,,,,
1108,,,,,,,,,,,
1109,,,,,,,,,,,
1110,,,,,,,,,,,
1111,,,,,,,,,,,
1112,,,,,,,,,,,
1113,,,,,,,,,,,
1114,,,,,,,,,,,
1115,,,,,,,,,,,
1116,,,,,,,,,,,
1117,,,,,,,,,,,
1118,,,,,,,,,,,
1119,,,,,,,,,,,
1120,,,,,,,,,,,
1121,,,,,,,,,,,
1122,,,,,,,,,,,
1123,,,,,,,,,,,
1124,146358.jpg,Home interior,low,high,low,"[[349, 104, 38, 148], [345, 29, 42, 75], [0, 100, 45, 142], [1, 29, 42, 73], [349, 104, 38, 148], [345, 29, 42, 75], [0, 100, 45, 142], [1, 29, 42, 73]]",1.5,"[1, 1, 0, 1, 1]",low,low_high_low,146358.jpg_Home interior
1125,,,,,,,,,,,
1126,,,,,,,,,,,
1127,,,,,,,,,,,
1128,,,,,,,,,,,
1129,,,,,,,,,,,
1130,0822a13549844948.jpg,Vehicle Plate,low,high,low,"[[997, 369, 26, 238], [997, 369, 26, 238], [997, 369, 26, 238]]",4.33,"[1, 1, 0, 0, 1]",high,low_high_low,0822a13549844948.jpg_Vehicle Plate
1131,,,,,,,,,,,
1132,171548.jpg,Scenery,low,high,low,"[[561, 153, 20, 130]]",4.0,"[0, 1, 0, 0, 0]",middle,low_high_low,171548.jpg_Scenery
1133,,,,,,,,,,,
1134,,,,,,,,,,,
1135,,,,,,,,,,,
1136,10566.jpg,Place Identifier,low,high,low,"[[58, 106, 39, 85], [597, 240, 42, 72], [597, 240, 42, 72]]",3.0,"[0, 1, 0, 0, 0]",middle,low_high_low,10566.jpg_Place Identifier
1137,,,,,,,,,,,
1138,,,,,,,,,,,
1139,,,,,,,,,,,
1140,,,,,,,,,,,
1141,,,,,,,,,,,
1142,196510.jpg,Printed Material,low,high,low,"[[591, 229, 47, 122]]",5.0,"[0, 1, 0, 0, 0]",high,low_high_low,196510.jpg_Printed Material
1143,148551.jpg,Musical instrument,low,high,low,"[[9, 171, 29, 80], [110, 77, 30, 101], [27, 163, 35, 78]]",3.0,"[0, 0, 0, 1, 0]",middle,low_high_low,148551.jpg_Musical instrument
1144,195918.jpg,Screen,low,high,low,"[[595, 189, 43, 106], [595, 189, 43, 106], [595, 189, 43, 106]]",3.67,"[1, 0, 0, 1, 1]",middle,low_high_low,195918.jpg_Screen
1145,,,,,,,,,,,
1146,,,,,,,,,,,
1147,,,,,,,,,,,
